route_id,service_id,trip_id,block_id,shape_id,trip_headsign
AOUT1812E,AOUT18SEM,AOUT1812E2L26317150029,L263,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L28619350035,L286,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L2906250001,L29,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L29218350033,L292,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L307000003,L3,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L32320350037,L323,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L34522350041,L345,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L35823350043,L358,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L36417500031,L364,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L37121350039,L371,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2L4811200013,L48,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S10020190327,S100,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S10719190325,S107,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S11216210319,S112,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S11623190333,S116,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S11922190331,S119,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S12318190323,S123,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S14021190329,S140,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S1410190307,S14,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S2014220315,S20,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S2108190303,S21,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S3112190311,S31,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S3207190301,S32,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S3217190321,S32,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S3713190313,S37,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S4409190305,S44,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S7115190317,S71,AOUT1812E,
AOUT1812E,AOUT18SAM,AOUT1812E2S9611190309,S96,AOUT1812E,
AOUT1812E,AOUT18SEM,AOUT1812E2X7807450005,X78,AOUT1812E,
AOUT1812O,AOUT18DIM,AOUT1812O1D11419240522,D114,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D14623240530,D146,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D14821240526,D148,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D15220240524,D152,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D16122240528,D161,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D2808240500,D28,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D4109240502,D41,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D4114240512,D41,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D4913240510,D49,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D4916240516,D49,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D5010240504,D50,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D5217240518,D52,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D615240514,D6,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D6318240520,D63,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D6612240508,D66,AOUT1812O,
AOUT1812O,AOUT18DIM,AOUT1812O1D7411240506,D74,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L10413550020,L104,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L10612150016,L106,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L12815200024,L128,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L13409240010,L134,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L13508350008,L135,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L17310250012,L173,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L21716400028,L217,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L25213050018,L252,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L25614400022,L256,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L25615560026,L256,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L26317200030,L263,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L28619390036,L286,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L2906300002,L29,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L29218390034,L292,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L307050004,L3,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L32320390038,L323,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L34522390042,L345,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L35823390044,L358,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L36417550032,L364,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L37121390040,L371,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1L4811250014,L48,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S10020240326,S100,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S10719240324,S107,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S11216260318,S112,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S11623240332,S116,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S11922240330,S119,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S12318240322,S123,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S14021240328,S140,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S1410240306,S14,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S2014270314,S20,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S2108240302,S21,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S3112240310,S31,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S3207240300,S32,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S3217240320,S32,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S3713240312,S37,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S4409240304,S44,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S7115240316,S71,AOUT1812O,
AOUT1812O,AOUT18SAM,AOUT1812O1S9611240308,S96,AOUT1812O,
AOUT1812O,AOUT18SEM,AOUT1812O1X7807500006,X78,AOUT1812O,
AOUT18144E,AOUT18DIM,AOUT18144E2D10315200528,D103,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D10316490534,D103,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D10318160540,D103,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D10322450550,D103,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D11321460548,D113,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D11620460546,D116,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D12316190532,D123,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D12317490538,D123,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D13423450552,D134,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D15719460544,D157,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D1708180504,D17,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D2306450500,D23,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D2613490522,D26,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D2907180502,D29,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D5609180506,D56,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D5610480510,D56,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D5612190516,D56,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D6515500530,D65,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D6517190536,D65,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D6518460542,D65,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D8310180508,D83,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D8311490514,D83,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D8313190520,D83,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D9011190512,D90,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D9012490518,D90,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D9014200524,D90,AOUT18144E,
AOUT18144E,AOUT18DIM,AOUT18144E2D9214500526,D92,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L11613190052,L116,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L11614500058,L116,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L12207030006,L122,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L13707110008,L137,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L15012180048,L150,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L15013490054,L150,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L15015200060,L150,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L15310140040,L153,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L15610480042,L156,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L15708220024,L157,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L1608310026,L16,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L16108030020,L161,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L16109500038,L161,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L17808450028,L178,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L18811480046,L188,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L1908130022,L19,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L20109390036,L201,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L20111180044,L201,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L23514200056,L235,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L23515530062,L235,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L27321420074,L273,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L27917530066,L279,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L2809000030,L28,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L29322420076,L293,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L29518480068,L295,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L30116540064,L301,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L32019440070,L320,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L32723420078,L327,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L34420440072,L344,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L34924420080,L349,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L3809280034,L38,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L406470004,L4,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L4706090002,L47,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2L7012480050,L70,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S1011190312,S10,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S1012490318,S10,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S1014190324,S10,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S10420460344,S104,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S11016190332,S110,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S113490322,S1,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S11522460348,S115,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S12123460350,S121,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S13321460346,S133,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S13418470340,S134,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S15719470342,S157,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S15725460354,S157,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S16424460352,S164,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S2408160304,S24,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S2914490326,S29,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S3106460300,S31,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S4307160302,S43,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S5816490334,S58,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S5915490330,S59,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S6209180306,S62,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S6210500310,S62,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S6212190316,S62,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S7017490338,S70,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S8115190328,S81,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S8410200308,S84,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S8411490314,S84,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S8413190320,S84,AOUT18144E,
AOUT18144E,AOUT18SAM,AOUT18144E2S9417190336,S94,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2X10907520018,X109,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2X5807380014,X58,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2X5907450016,X59,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2X6507320012,X65,AOUT18144E,
AOUT18144E,AOUT18SEM,AOUT18144E2X7207220010,X72,AOUT18144E,
AOUT18144O,AOUT18DIM,AOUT18144O1D10316090527,D103,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D10317390533,D103,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D10323340549,D103,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D11322360547,D113,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D11621360545,D116,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D12317090531,D123,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D12318370539,D123,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D12619370541,D126,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D13424330551,D134,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D15720360543,D157,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D15825320553,D158,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D1709050503,D17,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D2613090515,D26,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D2614390521,D26,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D2908040501,D29,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D5610060505,D56,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D5611390509,D56,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D6516390529,D65,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D6518070537,D65,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D8217540535,D82,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D8311080507,D83,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D8312390513,D83,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D9012090511,D90,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D9013390517,D90,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D9015090523,D90,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D9214090519,D92,AOUT18144O,
AOUT18144O,AOUT18DIM,AOUT18144O1D9215390525,D92,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L11517530047,L115,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L11612350019,L116,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L11614080025,L116,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L11615440031,L116,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L15013080021,L150,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L15014380027,L150,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L15016140033,L150,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L15611350015,L156,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L16109060007,L161,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L16308090005,L163,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L18811050013,L188,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L19018210051,L190,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L20110350011,L201,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L20617260043,L206,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L22918350053,L229,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L23515080029,L235,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L23516590039,L235,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L24310050009,L243,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L25018500055,L250,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L27322270065,L273,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L27517380045,L275,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L28121180063,L281,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L28317130041,L283,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L29323260067,L293,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L29518080049,L295,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L31319180059,L313,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L31416290035,L314,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L32019050057,L320,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L32216450037,L322,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L32724250069,L327,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L34420080061,L344,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L34925240071,L349,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L35426220073,L354,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L406030001,L4,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L4707030003,L47,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L7012050017,L70,AOUT18144O,
AOUT18144O,AOUT18SEM,AOUT18144O1L7013380023,L70,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S1012080311,S10,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S1013380317,S10,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S10421370345,S104,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S11015390325,S110,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S113080315,S1,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S11523350349,S115,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S12417370333,S124,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S13322370347,S133,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S13418070337,S134,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S13419370341,S134,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S15720370343,S157,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S15726330355,S157,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S16425340353,S164,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S16824350351,S168,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S2409030303,S24,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S2714390321,S27,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S2914090319,S29,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S3816390329,S38,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S4308030301,S43,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S5315090323,S53,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S5816090327,S58,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S5817540335,S58,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S6210060305,S62,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S6211380309,S62,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S7017090331,S70,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S7018370339,S70,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S8411080307,S84,AOUT18144O,
AOUT18144O,AOUT18SAM,AOUT18144O1S8412380313,S84,AOUT18144O,
AOUT18151N,AOUT18DIM,AOUT18151N2D10420050543,D104,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D10422040547,D104,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1111390511,D11,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1113400519,D11,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1115390527,D11,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D11617090533,D116,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D12617390535,D126,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D13618090537,D136,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1412400515,D14,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1414390523,D14,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D14423040549,D144,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D14425040553,D144,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D15819050541,D158,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D15821050545,D158,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D16224040551,D162,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D16226020555,D162,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1808040503,D18,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1810050507,D18,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1907030501,D19,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D1909040505,D19,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D2414100521,D24,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D2416090529,D24,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D2611080509,D26,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D4813100517,D48,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D4815090525,D48,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D8916390531,D89,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D8918360539,D89,AOUT18151N,
AOUT18151N,AOUT18DIM,AOUT18151N2D9212090513,D92,AOUT18151N,
